ID,ADDITIONAL_DESCRIPTION,GA_ATTRIBUTES
5856847,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856857,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856862,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856872,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856877,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856887,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856892,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856902,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856907,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856917,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856922,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856932,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856937,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856947,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856952,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856962,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856967,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856977,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856982,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856992,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852846,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852848,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852850,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852858,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852859,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852861,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852863,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852865,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852873,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852874,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852876,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852878,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852880,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852888,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852889,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852891,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852893,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852895,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852903,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852904,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852906,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852908,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852910,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852918,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852919,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852921,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852923,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852925,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852933,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852934,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852936,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852938,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852940,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852948,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852949,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852951,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852953,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852955,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852963,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852964,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852966,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852968,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852970,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852978,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852979,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852981,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852983,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852985,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852993,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852994,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852996,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5852998,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853000,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853008,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853009,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853011,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853013,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853015,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853023,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853024,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853026,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853028,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853030,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853038,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853039,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853041,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853043,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853045,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5853053,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856676,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856684,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856685,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856687,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856689,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856691,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856699,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856700,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856702,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856704,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856706,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856714,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856715,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856717,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856719,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856721,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856729,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856730,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856732,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856734,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856736,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856744,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856745,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856747,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856749,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856751,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856759,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856760,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856762,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856764,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856766,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856774,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856775,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856777,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856779,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856781,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856789,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856790,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856792,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856794,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856796,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856804,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856805,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856807,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856809,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856811,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856819,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856820,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856822,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856824,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856826,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856834,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856835,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856837,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856839,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856841,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856849,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856850,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856852,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856854,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856856,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856864,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856865,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856867,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856869,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856871,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856879,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856880,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5856882,"<p>0-10V Dimming, standard</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861253,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861259,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861268,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861273,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861278,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861284,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861293,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861298,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860459,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861303,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861309,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861318,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861323,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861328,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861334,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861343,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861348,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861354,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861360,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860468,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861370,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861375,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861380,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861386,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861395,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861400,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861405,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861411,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861420,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861425,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860473,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861430,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861436,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861445,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861450,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861455,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861461,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861470,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861475,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861480,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861486,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860478,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861495,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861500,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861505,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861511,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861520,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861525,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
